,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,배당률,ESG,E,S,G,평가연도,업종명,현금흐름(CF),PBR
벽산,398397733000.0,75.27,57.06,25.26,9.67,B이하,C,B이하,B이하,2013,비금속광물,0.08509331541042109,0.9199999999999999
보락,49687810000.0,26.59,79.0,-2.08,2.0,B이하,B,B이하,B이하,2013,화학,0.06479363224536289,0.97
보해양조,212987533000.0,313.19,24.2,-1.02,0.0,B이하,D,B이하,B이하,2013,음식료품,0.030155964502005788,0.69
부광약품,228213314000.0,13.5,88.11,-11.34,99.72,B이하,B+,B이하,B이하,2013,의약품,0.27917916272248366,2.49
부국증권,645827450000.0,69.52,58.99,5.22,7.56,B이하,B,B이하,B이하,2013,증권,0.2475729895582531,0.645
부국철강,137818881000.0,29.18,77.41,-18.02,15.0,B이하,B,B이하,B이하,2013,철강금속,0.03959788218842272,0.4
부산산업,114234080000.0,150.79,39.87,81.79,0.0,B이하,B,B이하,B이하,2013,비금속광물,0.20724184459031716,0.585
부산주공,234266419000.0,421.17,19.19,-1.9,0.0,B이하,B,B이하,B이하,2013,운수장비,0.03962501819197048,0.44
비상교육,245904050000.0,62.45,61.56,-6.69,25.17,B이하,B,B이하,B이하,2013,서비스업,0.22103902774460663,1.65
빙그레,564293685000.0,20.68,82.87,2.02,22.21,B이하,B,B+,B이하,2013,음식료품,0.06442463359381168,2.42
사조산업,1458790805000.0,234.55,29.89,43.94,0.0,B이하,C,B이하,B이하,2013,"농업, 임업 및 어업",0.006624877947893408,0.96
사조오양,172567839000.0,127.21,44.01,-13.68,0.0,B이하,B,B이하,B이하,2013,"농업, 임업 및 어업",0.027378987571004862,0.55
삼부토건,1597663235000.0,3298.51,2.94,-2.51,0.0,B이하,C,B이하,B이하,2013,건설업,0.011269130223947639,2.975
삼성SDI,10555670889000.0,39.95,71.45,-13.08,28.01,A,B,A,A+,2013,전기전자,0.061487474950143686,1.0350000000000001
삼성공조,250646872000.0,40.7,71.07,-16.32,9.87,B이하,B,B이하,B이하,2013,운수장비,0.24111093195976194,0.355
삼성엔지니어링,5928775873000.0,554.64,15.28,-14.28,0.0,B+,B+,A,B+,2013,서비스업,-0.1255234985332734,5.57
삼성전기,7185342978000.0,68.75,59.26,4.34,15.02,A+,A,A+,A+,2013,전기전자,0.10954537866199995,1.7399999999999998
삼성전자,214075018000000.0,42.7,70.08,13.72,231.93,A,A,B+,A,2013,전기전자,0.20423671914237634,2.02
삼성제약,80179594000.0,327.82,23.37,-0.77,0.0,B이하,B,B이하,B이하,2013,의약품,0.012865443358270865,1.54
삼성중공업,17427146525000.0,198.11,33.54,2.38,9.39,B+,B,A,B+,2013,운수장비,0.039786796691552634,1.575
삼성증권,18382481930000.0,454.24,18.04,0.68,12.27,B+,A,B+,B이하,2013,증권,-0.3255443614420377,1.26
삼성출판사,130529534000.0,40.82,71.01,83.5,20.0,B이하,B,B이하,B이하,2013,서비스업,0.07521338121592297,0.755
삼성카드,16557151084000.0,166.8,37.48,-24.01,13.14,B이하,B,B+,B이하,2013,기타금융,0.12258176676468623,0.755
삼아알미늄,190726675000.0,74.44,57.33,-14.09,15.0,B이하,B,B이하,B이하,2013,철강금속,0.0718409707525684,0.28
삼양사,780911217000.0,81.29,55.16,-1.56,17.79,B+,B,B+,B+,2013,음식료품,0.0152946179623257,0.515
삼양식품,298570234000.0,82.19,54.89,-7.09,2.0,B이하,C,B이하,B이하,2013,음식료품,0.04902440452424081,1.205
삼양통상,273467742000.0,27.58,78.38,2.45,15.0,B이하,B,B이하,B이하,2013,기타제조업,-0.09571547834014463,0.355
삼양홀딩스,2595067569000.0,56.5,63.9,24.95,22.46,B이하,B,B이하,B이하,2013,서비스업,-0.009968926507982562,0.7
삼영무역,274354559000.0,21.61,82.23,-2.96,24.32,B이하,B,B이하,B이하,2013,유통업,0.02981162390956636,1.33
삼원강재,203893675000.0,26.85,78.84,-10.31,24.0,B이하,C,B이하,B이하,2013,운수장비,0.0972570849691527,1.055
삼익악기,344769973000.0,89.74,52.7,1.84,9.29,B이하,C,B이하,B이하,2013,기타제조업,-0.012468748053715643,0.815
삼일제약,115708901000.0,65.23,60.52,-2.42,14.22,B이하,C,B이하,B이하,2013,의약품,-0.04471825750134564,0.45
삼정펄프,181329867000.0,18.93,84.09,-10.09,20.0,B이하,B,B이하,B이하,2013,종이목재,0.11842504710155452,0.845
삼진제약,203945576000.0,80.51,55.4,3.4,35.84,B이하,B,B이하,B이하,2013,의약품,0.03840666237539309,1.75
삼천리,2747656135000.0,129.89,43.5,5.87,52.73,B+,B+,B+,B이하,2013,전기가스업,-0.03671387343081804,0.43
삼호개발,203003798000.0,66.24,60.15,11.22,17.24,B이하,B,B이하,B이하,2013,건설업,0.007937446699904703,0.485
삼화왕관,134967814000.0,25.56,79.64,0.53,12.95,B이하,C,B이하,B이하,2013,기계,0.11459630003357715,0.53
삼화전기,133552347000.0,263.84,27.48,2.65,3.97,B이하,B,B이하,B이하,2013,전기전자,0.06030046133438146,1.8
상신브레이크,267736469000.0,167.46,37.39,6.66,25.25,B이하,B,B이하,B이하,2013,운수장비,0.09399097897570793,1.265
새론오토모티브,202754394000.0,29.76,77.06,9.34,40.0,B이하,C,B이하,B+,2013,운수장비,0.16552347737004183,1.085
서원,298200155000.0,168.73,37.21,16.08,0.0,B이하,B,B이하,B이하,2013,철강금속,-0.05886734769421476,0.725
선도전기,128582447000.0,66.11,60.2,92.48,1.99,B이하,C,B이하,B이하,2013,전기전자,-0.050674021926323747,0.755
선진,283542777000.0,94.95,51.3,0.0,20.0,B이하,C,B이하,B이하,2013,음식료품,0.08069403611809504,1.145
성문전자,49764693000.0,65.32,60.49,0.69,0.95,B이하,C,B이하,B이하,2013,전기전자,-0.02020987095072291,0.98
성보화학,101953108000.0,14.63,87.24,9.57,30.0,B이하,C,B이하,B이하,2013,화학,0.029808362185149366,0.675
성신양회,1144285222000.0,228.6,30.43,11.34,0.0,B+,B+,B이하,B+,2013,비금속광물,0.08550675246167556,0.45000000000000007
성안,288273860000.0,166.22,37.56,-3.28,0.0,B이하,C,B이하,B이하,2013,섬유의복,0.060474154745033606,0.605
성창기업지주,324009225000.0,27.85,78.21,-6.5,0.0,B이하,C,B이하,B이하,2013,서비스업,-0.042064145624836076,1.505
세기상사,47846000000.0,68.93,59.2,-14.95,0.0,B이하,B,B이하,B이하,2013,서비스업,-0.1729092806531679,0.44
세방,900651214000.0,39.3,71.79,-9.96,30.27,B이하,B,B이하,B이하,2013,운수창고업,0.04511498784806001,0.84
세방전지,870157611000.0,34.27,74.47,8.56,60.0,B이하,B,B이하,B+,2013,전기전자,0.06165559173061114,1.125
세아특수강,486216680000.0,99.22,50.2,7.33,14.6,B이하,B+,B이하,B이하,2013,철강금속,0.07182810910028212,0.9199999999999999
세아홀딩스,3914700975000.0,79.36,55.75,-4.76,22.39,B이하,B,B이하,B이하,2013,서비스업,0.06628079482513678,0.525
세우글로벌,33460342000.0,10.62,90.4,17.54,0.0,B이하,C,B이하,B이하,2013,유통업,0.06010845846236111,0.8999999999999999
세종공업,697570396000.0,95.82,51.07,7.47,39.71,B이하,B,B이하,B이하,2013,운수장비,0.08487946044321257,1.09
세하,208802223000.0,821.08,10.86,1.6,0.0,B이하,C,B이하,B이하,2013,종이목재,-0.08603416133257115,1.885
송원산업,866022000000.0,182.62,35.38,1.84,14.0,B이하,C,B이하,B+,2013,화학,0.08529481452372559,1.0
수산중공업,136006038000.0,63.58,61.13,-2.82,0.0,B이하,C,B이하,B이하,2013,기계,0.010604040576230638,0.99
신대양제지,392854620000.0,51.03,66.21,-6.42,6.14,B이하,C,B이하,B이하,2013,종이목재,0.054698939199702146,0.42000000000000004
신도리코,919770392000.0,11.67,89.55,-30.52,43.89,B+,B,B+,B+,2013,전기전자,0.07535257525386166,0.86
신라교역,501893858000.0,21.87,82.06,-24.35,50.0,B이하,B,B이하,B이하,2013,"농업, 임업 및 어업",-0.029660262153443768,1.15
신성이엔지,295129783000.0,568.44,14.96,-4.55,0.0,B이하,C,B이하,B이하,2013,기계,-0.011279276188060882,1.735
신세계,7499974642000.0,124.29,44.58,6.31,19.98,B+,B+,A,B+,2013,유통업,0.1121994507924597,1.035
신세계건설,551472760000.0,1871.54,5.07,-26.42,0.0,B이하,C,B+,B이하,2013,건설업,0.15636503820971365,1.74
신세계인터내셔날,755481565000.0,73.18,57.74,1.63,12.0,B이하,B,B이하,B이하,2013,유통업,0.025162281616372635,1.42
신세계푸드,286681773000.0,30.88,76.4,0.04,15.0,B이하,C,B이하,B이하,2013,서비스업,0.07163567456937907,1.58
신영와코루,303347615000.0,13.01,88.49,-3.51,30.0,B이하,C,B이하,B이하,2013,섬유의복,0.03890204124462614,0.38
신원,428995583000.0,147.02,40.48,1.95,0.0,B이하,B,B이하,B이하,2013,섬유의복,0.00020646160569975602,0.48
신풍제약,398354727000.0,108.8,47.89,-2.35,10.72,B이하,B,B이하,B이하,2013,의약품,0.05303472578893665,1.455
신흥,129289616000.0,65.99,60.25,-19.24,8.47,B이하,B,B이하,B이하,2013,유통업,0.03388519778643483,0.89
쌍방울,133752804000.0,78.95,55.88,-14.22,0.0,B이하,C,B이하,B이하,2013,섬유의복,-0.012493738865458003,1.01
써니전자,28523761000.0,94.11,51.52,-3.36,0.0,B이하,C,B이하,B이하,2013,전기전자,-0.030487931544202363,5.19
아남전자,125501318000.0,75.23,57.07,-1.2,0.0,B이하,B,B이하,B이하,2013,전기전자,-0.009974527190202021,0.685
아모레퍼시픽,3401848940000.0,32.46,75.49,8.81,130.08,B+,B+,A,B+,2013,화학,0.1376130091453396,2.955
아세아제지,715453347000.0,52.51,65.57,30.55,7.98,B이하,C,B이하,B이하,2013,종이목재,0.06312442085684022,0.395
아시아나항공,7012007572000.0,676.26,12.88,-2.79,0.0,B+,B+,B+,A,2013,운수창고업,0.1291246231621221,1.375
아이마켓코리아,791732913000.0,129.61,43.55,22.06,49.45,B이하,B,B이하,B이하,2013,유통업,0.021540725687925043,2.785
아이에스동서,1022389795000.0,145.33,40.76,5.9,0.0,B이하,C,B이하,B이하,2013,비금속광물,0.15258814094993184,0.885
에넥스,107777389000.0,146.81,40.52,18.67,0.0,B이하,C,B이하,B이하,2013,기타제조업,-0.025373523259046578,0.9450000000000001
에스엘,1218226519000.0,76.62,56.62,6.81,30.0,B이하,B,B이하,B이하,2013,운수장비,0.08353203599345221,1.0150000000000001
에스원,1154080548000.0,36.82,73.09,16.2,195.69,B이하,B,B+,B이하,2013,서비스업,0.12943110251616188,3.75
에쓰씨엔지니어링,316915013000.0,234.14,29.93,-20.22,10.0,B이하,C,B이하,B이하,2013,서비스업,0.0872945122586678,0.44499999999999995
에이블씨엔씨,238805956000.0,41.77,70.53,-2.18,68.52,B이하,B,B이하,B이하,2013,화학,0.07393348113098197,4.2299999999999995
에이엔피,270094165000.0,258.01,27.93,12.72,0.0,B이하,C,B이하,B이하,2013,전기전자,0.024308164759652702,0.98
엔씨소프트,1479521682000.0,27.68,78.32,0.42,109.21,B이하,B+,B이하,B이하,2013,서비스업,0.31214683150499595,3.63
엔케이,287996685000.0,134.23,42.69,-9.07,0.0,B이하,C,B이하,B이하,2013,기계,0.11210171964213621,0.99
영보화학,168014020000.0,73.04,57.79,18.88,19.5,B이하,C,B이하,B이하,2013,화학,0.08761920275410202,0.745
영원무역,1212275619000.0,34.4,74.4,4.63,40.0,B이하,C,B이하,B이하,2013,유통업,0.09200976871526534,2.535
