종목명,ESG 통합등급,2021_E,2021_S,2021_G,평가연도
드림텍,C,C,C,B+,2021
디씨엠,C,D,C,B+,2021
디아이,B,D,B,B+,2021
디아이동일,C,D,C,B+,2021
디아이씨,C,C,C,B,2021
디와이,B,C,C,B+,2021
디와이파워,B,C,C,B+,2021
락앤락,C,C,C,B+,2021
롯데관광개발,B,D,B,B,2021
롯데손해보험,A,B,A+,A,2021
롯데쇼핑,A,A,A+,A,2021
롯데정밀화학,A,A,A+,A,2021
롯데정보통신,A,A,A,A,2021
롯데제과,A,A,A,A,2021
롯데지주,A,B+,A+,A,2021
롯데칠성음료,A,B+,A+,A,2021
롯데케미칼,A,B,A+,A,2021
롯데푸드,A,B+,A,A,2021
롯데하이마트,A,A,A+,A,2021
마니커,C,D,B,B,2021
만호제강,C,C,C,B+,2021
맵스리얼티1,-,-,-,-,2021
메리츠금융지주,B+,D,B+,A,2021
메리츠증권,B+,C,A,B+,2021
메리츠화재,B,D,B+,B+,2021
메타랩스,C,D,C,B+,2021
명문제약,B,D,B,B+,2021
명신산업,-,-,-,-,2021
모나리자,B,B,C,B,2021
모나미,C,D,C,B,2021
모토닉,B,B,B,B+,2021
무림P&P,A,B+,A,A,2021
무림페이퍼,A,B+,B+,A,2021
무학,B,D,B,B+,2021
문배철강,C,D,C,B,2021
미래산업,C,C,C,C,2021
미래아이앤지,C,D,C,C,2021
미래에셋생명,B+,C,A+,B+,2021
미래에셋증권,B,B,C,B,2021
미원상사,C,D,C,B,2021
미원에스씨,B,B,B,B+,2021
미원홀딩스,A,B+,A,A,2021
미원화학,A,B+,B+,A,2021
미창석유공업,B,D,B,B+,2021
방림,C,D,C,B,2021
백광산업,C,C,C,C,2021
백산,C,D,C,C,2021
범양건영,B+,C,A+,B+,2021
벽산,B,B+,B,B,2021
보락,C,D,C,B,2021
보령,B+,B,A,B+,2021
보해양조,C,D,C,B,2021
부광약품,C,D,D,B+,2021
부국증권,C,D,B,C,2021
부국철강,C,D,C,B,2021
부산산업,C,D,D,B,2021
부산주공,C,B,D,B,2021
비비안,D,D,C,C,2021
비상교육,B,D,B+,B+,2021
비케이탑스,C,D,C,C,2021
빙그레,A,A,A+,A,2021
사조대림,B+,C,A,B+,2021
사조동아원,B,C,B,B+,2021
사조산업,B,C,B,B+,2021
사조씨푸드,B,C,B+,B+,2021
사조오양,C,D,B,C,2021
삼부토건,C,C,D,B+,2021
삼성SDI,A,A,A+,B+,2021
삼성공조,C,C,C,B,2021
삼성물산,A,A,A+,A,2021
삼성바이오로직스,A,A,A+,A,2021
삼성생명,A,A,A+,B+,2021
삼성에스디에스,A,A,A+,A,2021
삼성엔지니어링,A,A,A+,A,2021
삼성전기,A,A,A+,B+,2021
삼성전자,B+,A,A+,B,2021
삼성제약,C,D,C,B,2021
삼성중공업,B+,B,A,B+,2021
삼성증권,A,A,A+,B+,2021
삼성출판사,C,D,D,B+,2021
삼성카드,A,A+,A+,A,2021
삼성화재해상보험,A,A+,A+,B+,2021
삼아알미늄,B,B,C,B+,2021
삼양사,A,A,A,B+,2021
삼양식품,A,A,A+,A,2021
삼양통상,B,C,C,B+,2021
삼양패키징,B+,B,B+,B+,2021
삼양홀딩스,B+,A,A,B,2021
삼영무역,B,D,C,B+,2021
삼영전자공업,B,B,B,B+,2021
삼영화학공업,B,B,C,B,2021
삼원강재,C,B,D,B,2021
삼익THK,B+,B,B,B+,2021
삼익악기,C,D,C,B+,2021
삼일씨엔에스,B,C,B,B+,2021
삼일제약,B,D,B,B+,2021
삼정펄프,C,C,D,B,2021
삼진제약,B,D,B,B+,2021
삼천리,B+,B,A,B+,2021
삼호개발,C,D,D,B,2021
삼화왕관,B,B,C,B,2021
삼화전기,C,C,C,B,2021
삼화전자공업,C,C,C,B,2021
삼화콘덴서공업,C,C,B,B,2021
삼화페인트공업,B+,B+,B+,A,2021
상상인증권,C,D,B,D,2021
상신브레이크,B,B,B,B,2021
새론오토모티브,C,C,C,B,2021
샘표,B,B,B+,B,2021
샘표식품,B,B,B+,B,2021
서연,B+,B+,A,B+,2021
서연이화,A,B+,A,A,2021
서울도시가스,B+,C,B+,A,2021
서울식품공업,B+,B,B,B+,2021
서원,B,B,C,B+,2021
서흥,B,C,B,B+,2021
선도전기,C,C,C,B,2021
선진,B+,B,A,B,2021
성문전자,C,C,C,C,2021
성보화학,B,D,B,B+,2021
성신양회,B+,B+,B+,B+,2021
성안,D,D,C,C,2021
성창기업지주,C,D,C,C,2021
세기상사,C,D,C,B,2021
세방,B,B,D,B+,2021
세방전지,B,B,B,B+,2021
세아베스틸지주,B+,B+,B,B+,2021
세아제강,B+,B+,B+,B+,2021
세아제강지주,B+,B+,B+,B+,2021
세아특수강,B+,B+,B+,B+,2021
세아홀딩스,B+,B+,B+,B+,2021
세우글로벌,D,D,C,D,2021
세원이앤씨,C,D,C,B,2021
세원정공,C,C,B,C,2021
세이브존I&C,C,D,C,B,2021
세종공업,B,B,B,B,2021
세진중공업,C,C,C,B+,2021
세하,B,B,B,B,2021
센트랄모텍,B,D,B,B+,2021
셀트리온,B,C,B+,B+,2021
솔루스첨단소재,B,D,B,B+,2021
솔루엠,-,-,-,-,2021
송원산업,C,B,B,C,2021
수산중공업,C,D,C,B+,2021
스틱인베스트먼트,C,D,C,B+,2021
시디즈,C,C,C,C,2021
신대양제지,C,C,C,B,2021
신도리코,C,C,C,B+,2021
신라교역,C,D,D,B+,2021
신성이엔지,B,B,C,B+,2021
신성통상,C,C,C,B,2021
신세계,A,A,A+,A,2021
신세계I&C,B+,B,B+,A,2021
신세계건설,B+,C,A,A,2021
신세계인터내셔날,A,B+,A,A,2021
신세계푸드,A,B+,A,A,2021
신송홀딩스,C,D,C,B,2021
신영와코루,C,D,B,B,2021
신영증권,B,D,C,B+,2021
신원,C,D,B,B,2021
신일전자,C,D,D,B+,2021
신풍,B+,B,B,B+,2021
신풍제약,B,D,B,B+,2021
신한지주,A+,A+,A+,A+,2021
신흥,B,D,B,B,2021
쌍방울,C,D,B,C,2021
쌍용씨앤이,A,A,A,B+,2021
쌍용자동차,B+,B+,B,B+,2021
써니전자,C,D,B,B,2021
쎌마테라퓨틱스,D,D,C,D,2021
씨아이테크,C,D,C,C,2021
씨에스윈드,B,B,C,B+,2021
아남전자,C,C,C,B,2021
아모레퍼시픽,A,A,A+,A,2021
아모레퍼시픽그룹,A,A,A+,A,2021
아세아,B+,B,B+,B+,2021
아세아시멘트,B+,B+,B+,B,2021
아세아제지,B,C,B+,B,2021
아센디오,C,D,D,B,2021
아시아나IDT,D,B,C,D,2021
아시아나항공,C,B+,A,D,2021
아이마켓코리아,B,D,B+,B+,2021
아이에스동서,B+,B,B+,B+,2021
아이에이치큐,C,D,C,B,2021
알루코,C,C,D,B,2021
애경산업,A,B+,A+,B+,2021
애경케미칼,B,B,C,B,2021
에넥스,B,C,B,B,2021
에스디바이오센서,-,-,-,-,2021
에스엘,B+,B+,B+,B+,2021
에스엠벡셀,C,C,C,C,2021
에스원,A,B,A,A,2021
에스제이엠,B,C,B,B+,2021
에스제이엠홀딩스,B,C,B,B,2021
에스케이바이오팜,-,-,-,-,2021
에쓰씨엔지니어링,C,C,C,B,2021
에어부산,C,C,B,D,2021
에이블씨엔씨,B+,C,B+,B+,2021
에이엔피,C,C,C,B,2021
에이프로젠,C,D,C,C,2021
에이프로젠바이오로직스,C,D,C,C,2021
에이플러스에셋,-,-,-,-,2021
엔씨소프트,A,B+,A,A,2021
엔에이치엔,B+,C,A,A,2021
엔케이,C,B,C,C,2021
엔피씨,C,C,D,C,2021
엘브이엠씨,-,-,-,-,2021
엘에스일렉트릭,A,B+,A+,B+,2021
엠씨넥스,C,C,B,B,2021
영보화학,B,B,C,B,2021
영원무역,B+,B+,B+,B+,2021
영원무역홀딩스,A,B+,B+,A,2021
영진약품,B+,B+,A,B+,2021
영풍,C,D,C,B+,2021
영풍제지,B,B,C,B,2021
영화금속,C,C,C,B+,2021
영흥,B,C,B,B+,2021
예스코홀딩스,B+,B,B+,B+,2021
오뚜기,A,B+,A+,B+,2021
오리엔트바이오,C,D,C,C,2021
오리온,A,A,A,B+,2021
오리온홀딩스,A,A,A,A,2021
와이투솔루션,D,C,C,D,2021
용평리조트,C,C,C,B,2021
우리금융지주,A,A+,A+,A,2021
우리종금,B,D,B+,B,2021
우성,C,D,C,B+,2021
우신시스템,B,C,C,B+,2021
우진,B,C,C,B+,2021
우진아이엔에스,C,C,C,B+,2021
우진플라임,B,B,C,B,2021
웅진,B,D,B+,B+,2021
웅진씽크빅,B+,B,A,B+,2021
원림,C,D,B,B,2021
웰바이오텍,B,D,B,B,2021
윌비스,C,D,D,B+,2021
유나이티드,B,C,B,B+,2021
유니드,B+,B,B+,B+,2021
유니온,B,B,B,B,2021
유니온머티리얼,B,B,C,B,2021
유니켐,B,C,C,B+,2021
유니퀘스트,B,B,C,B+,2021
유성기업,C,B,D,C,2021
유수홀딩스,B+,D,B,A,2021
유안타증권,C,D,C,B,2021
유엔젤,C,D,C,B,2021
유유제약,B,D,B,B+,2021
유진증권,C,C,C,B,2021
유한양행,B+,B+,A,B+,2021
유화증권,C,D,C,C,2021
율촌화학,B,B,B,B+,2021
이건산업,C,D,C,B+,2021
이구산업,B,B,C,B+,2021
이노션,A,B+,A,A,2021
이마트,A,A,A,A,2021
이수페타시스,B,B,A,C,2021
이수화학,B,B,B+,B,2021
이스타코,C,D,C,B,2021
이아이디,D,D,C,C,2021
이엔플러스,C,D,B,B,2021
이연제약,B,D,B,B+,2021
이월드,C,D,C,B,2021
이화산업,C,D,C,B,2021
인디에프,C,D,B,B,2021
인바이오젠,C,D,C,C,2021
인스코비,C,D,C,B,2021
인지컨트롤스,C,D,C,B,2021
인천도시가스,C,D,C,B,2021
인터지스,B,B,C,B+,2021
인팩,C,D,C,B+,2021
일동제약,A,B+,A,A,2021
일동홀딩스,A,B+,A,A,2021
일성건설,B,B,C,B+,2021
일성신약,C,D,C,B+,2021
일신방직,B+,B,B,A,2021
일신석재,C,D,C,B,2021
일양약품,C,D,C,B+,2021
일정실업,C,C,C,C,2021
일진다이아,C,D,C,B,2021
일진디스플,B,B,B,B,2021
일진머티리얼즈,C,C,C,B,2021
일진전기,C,C,C,B,2021
일진하이솔루스,-,-,-,-,2021
일진홀딩스,C,C,C,B,2021
잇츠한불,B+,B+,B,B+,2021
자이에스앤디,B,C,B,B+,2021
자화전자,C,C,C,B+,2021
전방,C,C,B,B,2021
제이에스코퍼레이션,C,D,C,B+,2021
제이준코스메틱,C,D,C,B,2021
제일기획,B+,C,A,B+,2021
제일약품,C,D,B,B,2021
제일연마,C,C,C,B+,2021
제일파마홀딩스,B,D,B,B,2021
제주은행,A,B,A+,A,2021
제주항공,B+,B,B+,B+,2021
조광페인트,B,B,B+,B,2021
조광피혁,C,D,C,B,2021
조비,C,D,C,B,2021
조선내화,B,B,B,B,2021
조선선재,C,D,C,B+,2021
조일알미늄,B,B,C,B+,2021
조흥,C,D,C,B,2021
종근당,A,A,A+,B+,2021
종근당바이오,B+,B+,A,B+,2021
종근당홀딩스,B+,B+,A,B+,2021
주연테크,C,C,C,C,2021
지누스,C,D,C,B+,2021
지엠비코리아,C,C,C,B,2021
지역난방공사,A,B+,A+,A,2021
지투알,B,D,B,B,2021
진도,D,D,D,C,2021
진양산업,D,D,C,C,2021
진양폴리우레탄,C,D,C,B+,2021
진양홀딩스,C,D,C,B,2021
진양화학,C,D,C,B,2021
진에어,B+,C,A,A,2021
진원생명과학,C,D,C,B+,2021
진흥기업,C,C,C,B+,2021
참엔지니어링,B,D,B,B+,2021
천일고속,B,C,C,B+,2021
청호ICT,D,D,C,D,2021
체시스,C,D,B,B,2021
초록뱀헬스케어,B,D,B,B,2021
카카오,A,A,A+,A,2021
카카오뱅크,-,-,-,-,2021
카카오페이,-,-,-,-,2021
카프로,B,B,C,B+,2021
컨버즈,B,B,C,B,2021
케이비아이동국실업,C,C,C,C,2021
케이씨,B,B,C,B+,2021
케이씨씨,B+,B+,A+,B,2021
케이씨씨글라스,-,-,-,-,2021
케이씨텍,B,B,B,B,2021
케이씨티시,B,B,C,B,2021
케이카,-,-,-,-,2021
케이티,A+,A+,B+,A+,2021
케이티스카이라이프,A,B,A,A,2021
케이티앤지,A,A,A+,A,2021
코리아써키트,B,B+,C,B+,2021
코리안리,B+,B,B+,A,2021
코스맥스,A,A,A,B+,2021
코스맥스비티아이,B+,A,A,B+,2021
코스모신소재,B,B,C,B,2021
코스모화학,B,B,C,B,2021
코아스,B,C,C,B+,2021
코오롱,B,B,B+,B,2021
코오롱글로벌,B,C,B,B+,2021
코오롱인더,A,B+,A,A,2021
코오롱플라스틱,B+,B,B+,B+,2021
코웨이,A,A,A+,B+,2021
콘텐트리중앙,C,D,B,C,2021
콤텍시스템,C,D,B,C,2021
쿠쿠홀딩스,B,D,C,B+,2021
쿠쿠홈시스,B,D,C,B+,2021
큐로,C,D,C,B,2021
크라운제과,B,C,B+,B+,2021
크라운해태홀딩스,B,C,B+,B,2021
크래프톤,-,-,-,-,2021
키다리스튜디오,B,D,B,B,2021
키움증권,B,C,A,B,2021
태경비케이,C,C,B,B,2021
태경산업,B,C,B,B+,2021
태경케미컬,C,D,B,B,2021
태광산업,B+,B,A,B+,2021
태림포장,C,B,C,C,2021
태양금속공업,B,B,C,B,2021
태영건설,B+,A,B,B+,2021
태원물산,C,C,C,B,2021
태평양물산,B,C,B+,B,2021
테이팩스,B+,B+,B+,B+,2021
텔코웨어,C,D,C,B,2021
토니모리,C,D,C,B+,2021
티비에이치글로벌,B,D,B+,B+,2021
티에이치엔,B,C,B,B+,2021
티와이홀딩스,-,-,-,-,2021
티웨이항공,B,C,B+,B,2021
티웨이홀딩스,C,D,D,B,2021
티케이지휴켐스,B+,B,A,B+,2021
파미셀,B,C,B,B+,2021
팜스코,B+,B+,A,B+,2021
팜젠사이언스,C,D,C,C,2021
팬오션,B+,B+,D,A,2021
퍼스텍,C,C,C,B,2021
퍼시스,B,C,B+,B,2021
페이퍼코리아,B,B,C,B,2021
평화산업,B,B+,C,B+,2021
평화홀딩스,B,B+,C,B+,2021
포스코스틸리온,A,A,A+,A,2021
포스코인터내셔널,A+,A,A+,A+,2021
포스코케미칼,A,A,A+,B+,2021
풀무원,A+,A,A+,A+,2021
풍산,B+,B,A,A,2021
풍산홀딩스,B,D,A,B+,2021
플레이그램,C,D,C,C,2021
하나금융지주,A,A,A+,A,2021
하나제약,B,D,B,B+,2021
하나투어,B+,B,A,B+,2021
하이브,-,-,-,-,2021
하이스틸,B,C,B,B+,2021
하이트론씨스템즈,C,D,C,B+,2021
하이트진로,B+,B+,A,B,2021
하이트진로홀딩스,B+,B+,A,B,2021
한국가스공사,B+,B+,A,B+,2021
한국공항,B,D,B,B+,2021
한국금융지주,B+,C,A,B+,2021
한국내화,B,B,B,B,2021
한국단자공업,C,C,C,B+,2021
한국석유공업,B+,B,B+,B+,2021
한국수출포장공업,B,B,C,B+,2021
한국쉘석유,B,C,B+,B+,2021
한국앤컴퍼니,A,B+,A+,B+,2021
한국자산신탁,C,C,B+,C,2021
한국전력공사,B+,B+,B+,B+,2021
한국전자홀딩스,B,B,B+,B,2021
한국조선해양,A,A,B+,A,2021
한국종합기술,B,B,C,B+,2021
한국주강,D,D,D,C,2021
한국주철관공업,C,C,C,B,2021
한국철강,B,B,B,B+,2021
한국카본,B,B,B+,B,2021
한국콜마,B+,B+,A,B+,2021
한국콜마홀딩스,B+,B,B+,A,2021
한국타이어앤테크놀로지,B+,B+,A,B,2021
한국토지신탁,C,D,C,C,2021
한국특강,C,C,B,B,2021
한국프랜지공업,B,B,B+,B,2021
한국항공우주,A,A,A+,B+,2021
한국화장품,B,D,B,B,2021
한국화장품제조,C,C,B,B,2021
한농화성,C,C,B,B,2021
한독,A,B+,A,A,2021
한미글로벌,A,A,A,A,2021
한미반도체,C,D,D,B,2021
한미사이언스,A,B+,A+,A,2021
한미약품,A,B+,A+,A,2021
한샘,A,B+,A+,A,2021
한섬,A,A,A+,A,2021
한성기업,C,D,B,B,2021
한세실업,B,B,B,B+,2021
한세엠케이,C,D,C,B+,2021
한세예스24홀딩스,B,D,B,B+,2021
한솔로지스틱스,B+,B,B+,B+,2021
한솔제지,A,A,A,A,2021
한솔케미칼,A,A,A,A,2021
한솔테크닉스,A,B+,A,A,2021
한솔피엔에스,A,B+,B+,A,2021
한솔홀딩스,A,B+,A,A,2021
한솔홈데코,A,B+,A,A,2021
한신공영,C,C,C,B,2021
한신기계공업,C,D,C,B+,2021
한양증권,C,D,B+,C,2021
한온시스템,B+,B+,B+,B+,2021
한올바이오파마,B,D,B,B+,2021
한익스프레스,C,B,B,C,2021
한일시멘트,B+,B+,B+,B,2021
한일철강,C,D,C,B,2021
한일현대시멘트,B+,B+,B+,B+,2021
한일홀딩스,B,B+,B+,B,2021
한전KPS,B,B,B,B+,2021
한전기술,B+,B,B+,B+,2021
한전산업,B+,B,B+,B+,2021
한진,A,A,B+,A,2021
한진중공업홀딩스,B,D,C,B+,2021
한진칼,A,A,A,A,2021
한창,B,D,B,B,2021
한창제지,C,C,C,B,2021
한화,A,A,A+,A,2021
한화생명,A,A+,A+,B+,2021
한화손해보험,A,A,A+,B+,2021
한화솔루션,A,A,A+,B+,2021
한화시스템,A,B+,A,A,2021
한화에어로스페이스,A,A,A,A,2021
한화투자증권,B+,B+,A,B+,2021
해성디에스,A,A,A+,A,2021
해태제과식품,B,D,B+,B+,2021
핸즈코퍼레이션,B,B,B,B+,2021
현대건설,A,A,A,A,2021
현대건설기계,A,B+,A+,A,2021
현대그린푸드,A,A,A+,A,2021
현대글로비스,A,A,A+,A,2021
현대두산인프라코어,A,A,A+,A,2021
현대로템,A,A,A+,A,2021
현대리바트,A,A,A+,A,2021
현대모비스,A,A,A+,A,2021
현대미포조선,A,A,A+,A,2021
현대백화점,A,A,A+,A,2021
현대비앤지스틸,A,B+,A+,B+,2021
현대약품,B,C,B,B+,2021
현대에너지솔루션,A,A,A+,B+,2021
현대엘리베이터,A,B+,A,A,2021
현대오토에버,A,A,A+,A,2021
현대위아,A,A,A+,A,2021
